Genre	Global_Sales
Misc	1.21
Racing	1.21
Sports	1.21
Sports	1.2
Action	1.2
Action	1.2
Racing	1.2
Strategy	1.2
Misc	1.2
Misc	1.2
Shooter	1.2
Sports	1.2
Fighting	1.2
Shooter	1.2
Platform	1.2
Sports	1.2
Shooter	1.2
Action	1.2
Sports	1.2
Puzzle	1.2
Adventure	1.2
Action	1.2
Sports	1.19
Action	1.19
Simulation	1.19
Puzzle	1.19
Fighting	1.19
Racing	1.19
Sports	1.19
Platform	1.19
Sports	1.19
Action	1.19
Sports	1.19
Platform	1.19
Racing	1.19
Action	1.19
Sports	1.19
Action	1.19
Role-Playing	1.19
Sports	1.19
Role-Playing	1.19
Misc	1.19
Adventure	1.18
Racing	1.18
Action	1.18
Action	1.18
Sports	1.18
Adventure	1.18
Sports	1.18
Sports	1.18
Fighting	1.18
Fighting	1.18
Strategy	1.18
Platform	1.18
Platform	1.18
Strategy	1.17
Simulation	1.17
Sports	1.17
Shooter	1.17
Shooter	1.17
Platform	1.17
Platform	1.17
Platform	1.17
Action	1.17
Platform	1.17
Platform	1.17
Action	1.17
Role-Playing	1.17
Sports	1.17
Sports	1.17
Racing	1.17
Shooter	1.17
Sports	1.17
Racing	1.17
Platform	1.17
Shooter	1.17
Puzzle	1.17
Action	1.16
Sports	1.16
Role-Playing	1.16
Racing	1.16
Role-Playing	1.16
Racing	1.16
Shooter	1.16
Misc	1.16
Fighting	1.16
Action	1.16
Racing	1.16
Shooter	1.16
Platform	1.16
Role-Playing	1.16
Racing	1.16
Racing	1.16
Shooter	1.16
Shooter	1.16
Misc	1.16
Action	1.16
Sports	1.16
Shooter	1.16
Simulation	1.15
Simulation	1.15
Action	1.15
Action	1.15
Shooter	1.15
Misc	1.15
Action	1.15
Platform	1.15
Shooter	1.15
Puzzle	1.15
Sports	1.15
Action	1.15
Misc	1.15
Platform	1.15
Misc	1.15
Fighting	1.15
Role-Playing	1.15
Platform	1.15
Shooter	1.15
Puzzle	1.15
Action	1.14
Action	1.14
Action	1.14
Action	1.14
Role-Playing	1.14
Sports	1.14
Simulation	1.14
Platform	1.14
Platform	1.14
Shooter	1.14
Action	1.14
Simulation	1.14
Action	1.14
Racing	1.14
Action	1.14
Action	1.14
Role-Playing	1.14
Misc	1.14
Simulation	1.14
Racing	1.14
Simulation	1.13
Racing	1.13
Action	1.13
Sports	1.13
Racing	1.13
Role-Playing	1.13
Shooter	1.13
Sports	1.13
Platform	1.13
Misc	1.13
Sports	1.13
Shooter	1.13
Action	1.13
Role-Playing	1.13
Misc	1.13
Action	1.12
Shooter	1.12
Racing	1.12
Simulation	1.12
Shooter	1.12
Role-Playing	1.12
Action	1.12
Misc	1.12
Action	1.12
Shooter	1.12
Shooter	1.12
Puzzle	1.12
Misc	1.12
Sports	1.12
Action	1.12
Shooter	1.11
Action	1.11
Action	1.11
Racing	1.11
Misc	1.11
Shooter	1.11
Misc	1.11
Action	1.11
Platform	1.11
Role-Playing	1.11
Sports	1.11
Racing	1.11
Strategy	1.11
Role-Playing	1.11
Puzzle	1.11
Action	1.11
Misc	1.1
Shooter	1.1
Shooter	1.1
Action	1.1
Platform	1.1
Sports	1.1
Action	1.1
Simulation	1.1
Fighting	1.1
Strategy	1.1
Puzzle	1.1
Role-Playing	1.1
Role-Playing	1.1
Racing	1.1
Platform	1.1
Shooter	1.1
Sports	1.1
Misc	1.1
Misc	1.1
Role-Playing	1.1
Role-Playing	1.1
Role-Playing	1.1
Role-Playing	1.1
Action	1.09
Simulation	1.09
Action	1.09
Adventure	1.09
Sports	1.09
Role-Playing	1.09
Fighting	1.09
Sports	1.09
Simulation	1.09
Misc	1.09
Action	1.09
Sports	1.09
Strategy	1.09
Action	1.09
Sports	1.09
Shooter	1.09
Simulation	1.09
Action	1.09
Racing	1.09
Action	1.09
Adventure	1.09
Sports	1.09
Racing	1.09
Racing	1.08
Action	1.08
Platform	1.08
Action	1.08
Sports	1.08
Sports	1.08
Adventure	1.08
Action	1.08
Action	1.08
Action	1.08
Sports	1.08
Shooter	1.08
Platform	1.08
Action	1.08
Shooter	1.08
Racing	1.08
Platform	1.08
Simulation	1.08
Sports	1.08
Fighting	1.08
Platform	1.08
Shooter	1.08
Fighting	1.08
Fighting	1.08
Sports	1.07
Misc	1.07
Shooter	1.07
Simulation	1.07
Action	1.07
Action	1.07
Fighting	1.07
Sports	1.07
Fighting	1.07
Sports	1.07
Platform	1.07
Sports	1.07
Fighting	1.07
Platform	1.07
Racing	1.07
Sports	1.07
Action	1.07
Racing	1.07
Action	1.07
Racing	1.07
Sports	1.06
Fighting	1.06
Shooter	1.06
Racing	1.06
Misc	1.06
Action	1.06
Racing	1.06
Shooter	1.06
Misc	1.06
Sports	1.06
Sports	1.06
Action	1.06
Shooter	1.06
Strategy	1.06
Action	1.06
Action	1.06
Sports	1.06
Sports	1.06
Misc	1.06
Platform	1.06
Role-Playing	1.06
Fighting	1.06
Action	1.06
Sports	1.06
Racing	1.06
Simulation	1.06
Adventure	1.06
Action	1.05
Shooter	1.05
Shooter	1.05
Action	1.05
Shooter	1.05
Misc	1.05
Misc	1.05
Platform	1.05
Role-Playing	1.05
Fighting	1.05
Sports	1.05
Action	1.05
Sports	1.05
Fighting	1.05
Racing	1.05
Sports	1.05
Simulation	1.05
Fighting	1.05
Racing	1.05
Platform	1.05
Adventure	1.05
Simulation	1.05
Role-Playing	1.05
Action	1.05
Action	1.04
Sports	1.04
Action	1.04
Fighting	1.04
Action	1.04
Role-Playing	1.04
Racing	1.04
Adventure	1.04
Action	1.04
Fighting	1.04
Simulation	1.04
Shooter	1.04
Racing	1.04
Puzzle	1.04
Racing	1.04
Action	1.04
Racing	1.04
Racing	1.04
Platform	1.04
Action	1.04
Simulation	1.04
Shooter	1.04
Racing	1.04
Racing	1.04
Sports	1.04
Racing	1.03
Platform	1.03
Sports	1.03
Platform	1.03
Action	1.03
Sports	1.03
Platform	1.03
Puzzle	1.03
Action	1.03
Action	1.03
Misc	1.03
Fighting	1.03
Shooter	1.02
Sports	1.02
Fighting	1.02
Shooter	1.02
Action	1.02
Platform	1.02
Simulation	1.02
Role-Playing	1.02
Action	1.02
Platform	1.02
Action	1.02
Simulation	1.02
Sports	1.02
Action	1.02
Action	1.02
Puzzle	1.01
Action	1.01
Action	1.01
Action	1.01
Platform	1.01
Action	1.01
Sports	1.01
Sports	1.01
Misc	1.01
Misc	1.01
Simulation	1.01
Action	1.01
Racing	1.01
Platform	1.01
Shooter	1
Racing	1
Role-Playing	1
Sports	1
Fighting	1
Shooter	1
Racing	1
Sports	1
Misc	1
Misc	1
Fighting	1
Shooter	1
Action	1
Sports	1
Racing	1
Sports	1
Shooter	1
Sports	1
Action	1
Strategy	1
Misc	1
Action	1
Misc	1
Action	1
Role-Playing	1
Puzzle	1
Misc	1
Action	0.99
Adventure	0.99
Sports	0.99
Racing	0.99
Simulation	0.99
Action	0.99
Action	0.99
Simulation	0.99
Sports	0.99
Action	0.99
Misc	0.99
Racing	0.99
Platform	0.99
Simulation	0.99
Action	0.99
Racing	0.99
Action	0.99
Misc	0.99
Fighting	0.99
Sports	0.99
Platform	0.99
Simulation	0.99
Role-Playing	0.99
Racing	0.98
Sports	0.98
Shooter	0.98
Role-Playing	0.98
Misc	0.98
Misc	0.98
Racing	0.98
Puzzle	0.98
Racing	0.98
Shooter	0.98
Role-Playing	0.98
Role-Playing	0.98
Role-Playing	0.98
Racing	0.98
Shooter	0.98
Shooter	0.98
Action	0.98
Action	0.98
Action	0.98
Sports	0.98
Sports	0.98
Action	0.98
Simulation	0.98
Role-Playing	0.97
Sports	0.97
Platform	0.97
Sports	0.97
Role-Playing	0.97
Sports	0.97
Strategy	0.97
Action	0.97
Action	0.97
Sports	0.97
Sports	0.97
Action	0.97
Sports	0.97
Sports	0.97
Action	0.97
Role-Playing	0.97
Platform	0.97
Action	0.97
Action	0.97
Role-Playing	0.97
Shooter	0.97
Simulation	0.96
Role-Playing	0.96
Misc	0.96
Action	0.96
Simulation	0.96
Misc	0.96
Role-Playing	0.96
Action	0.96
Adventure	0.96
Fighting	0.96
Shooter	0.96
Platform	0.96
Shooter	0.96
Sports	0.96
Role-Playing	0.96
Sports	0.96
Shooter	0.96
Action	0.96
Platform	0.96
Fighting	0.96
Action	0.96
Simulation	0.96
Fighting	0.96
Action	0.95
Sports	0.95
Misc	0.95
Misc	0.95
Action	0.95
Platform	0.95
Role-Playing	0.95
Action	0.95
Misc	0.95
Racing	0.95
Role-Playing	0.95
Strategy	0.95
Misc	0.95
Sports	0.95
Action	0.95
Action	0.95
Misc	0.95
Shooter	0.95
Fighting	0.95
Shooter	0.95
Sports	0.95
Action	0.95
Misc	0.95
Shooter	0.94
Action	0.94
Racing	0.94
Shooter	0.94
Platform	0.94
Misc	0.94
Misc	0.94
Racing	0.94
Action	0.94
Action	0.94
Sports	0.94
Action	0.94
Action	0.94
Shooter	0.94
Sports	0.94
Role-Playing	0.94
Sports	0.94
Sports	0.94
Action	0.94
Action	0.94
Action	0.94
Role-Playing	0.94
Sports	0.94
Sports	0.94
Sports	0.93
Shooter	0.93
Sports	0.93
Misc	0.93
Misc	0.93
Sports	0.93
Shooter	0.93
Sports	0.93
Role-Playing	0.93
Sports	0.93
Racing	0.93
Action	0.93
Simulation	0.93
Racing	0.93
Action	0.93
Platform	0.93
Platform	0.93
Platform	0.93
Action	0.93
Sports	0.93
Action	0.93
Racing	0.93
Shooter	0.93
Role-Playing	0.93
Fighting	0.93
Racing	0.93
Action	0.92
Simulation	0.92
Role-Playing	0.92
Action	0.92
Sports	0.92
Sports	0.92
Sports	0.92
Sports	0.92
Action	0.92
Fighting	0.92
Action	0.92
Misc	0.92
Sports	0.92
Action	0.92
Fighting	0.92
Platform	0.92
Adventure	0.92
Adventure	0.92
Shooter	0.92
Action	0.92
Action	0.92
Action	0.92
Sports	0.92
Racing	0.92
Racing	0.92
Fighting	0.92
Role-Playing	0.92
Sports	0.92
Shooter	0.92
Shooter	0.91
Sports	0.91
Sports	0.91
Action	0.91
Action	0.91
Strategy	0.91
Sports	0.91
Racing	0.91
Action	0.91
Racing	0.91
Platform	0.91
Racing	0.91
Adventure	0.91
Misc	0.91
Role-Playing	0.91
Shooter	0.91
Simulation	0.91
Misc	0.91
Misc	0.91
Role-Playing	0.91
Action	0.91
Sports	0.9
Misc	0.9
Racing	0.9
Sports	0.9
Shooter	0.9
Racing	0.9
Misc	0.9
Sports	0.9
Racing	0.9
Puzzle	0.9
Shooter	0.9
Action	0.9
Sports	0.9
Platform	0.9
Shooter	0.9
Sports	0.9
Action	0.9
Sports	0.9
Platform	0.9
Shooter	0.9
Misc	0.9
Role-Playing	0.9
Racing	0.9
Sports	0.9
Role-Playing	0.9
Action	0.9
Role-Playing	0.9
Sports	0.9
Sports	0.9
Sports	0.9
Platform	0.89
Shooter	0.89
Shooter	0.89
Sports	0.89
Sports	0.89
Action	0.89
Platform	0.89
Role-Playing	0.89
Sports	0.89
Adventure	0.89
Platform	0.89
Strategy	0.89
Strategy	0.89
Action	0.89
Adventure	0.89
Simulation	0.89
Racing	0.89
Sports	0.89
Sports	0.89
Fighting	0.89
Action	0.89
Racing	0.89
Racing	0.89
Shooter	0.89
Sports	0.89
Role-Playing	0.89
Shooter	0.89
Sports	0.89
Misc	0.89
Role-Playing	0.89
Platform	0.88
Fighting	0.88
Action	0.88
Action	0.88
Misc	0.88
Misc	0.88
Action	0.88
Misc	0.88
Action	0.88
Action	0.88
Misc	0.88
Simulation	0.88
Shooter	0.88
Action	0.88
Strategy	0.88
Simulation	0.88
Fighting	0.88
Sports	0.88
Racing	0.88
Role-Playing	0.88
Simulation	0.87
Shooter	0.87
Platform	0.87
Sports	0.87
Racing	0.87
Sports	0.87
Sports	0.87
Shooter	0.87
Shooter	0.87
Shooter	0.87
Racing	0.87
Role-Playing	0.87
Puzzle	0.87
Action	0.87
Role-Playing	0.87
Sports	0.87
Sports	0.87
Shooter	0.87
Sports	0.87
Fighting	0.87
Sports	0.87
Misc	0.87
Shooter	0.87
Fighting	0.87
Misc	0.87
Action	0.87
Shooter	0.87
Sports	0.87
Role-Playing	0.87
Puzzle	0.87
Action	0.87
Misc	0.87
Misc	0.87
Role-Playing	0.87
Misc	0.87
Action	0.86
Action	0.86
Sports	0.86
Action	0.86
Action	0.86
Role-Playing	0.86
Action	0.86
Fighting	0.86
Role-Playing	0.86
Racing	0.86
Sports	0.86
Sports	0.86
Fighting	0.86
Action	0.86
Platform	0.86
Sports	0.86
Action	0.86
Action	0.86
Racing	0.85
Sports	0.85
Sports	0.85
Action	0.85
Racing	0.85
Sports	0.85
Sports	0.85
Action	0.85
Fighting	0.85
Sports	0.85
Shooter	0.85
Simulation	0.85
Platform	0.85
Action	0.85
Action	0.85
Racing	0.85
Sports	0.85
Shooter	0.85
Action	0.85
Sports	0.85
Racing	0.85
Action	0.85
Fighting	0.85
Misc	0.85
Shooter	0.85
Action	0.84
Action	0.84
Role-Playing	0.84
Sports	0.84
Action	0.84
Action	0.84
Sports	0.84
Role-Playing	0.84
Simulation	0.84
Action	0.84
Sports	0.84
Action	0.84
Racing	0.84
Simulation	0.84
Role-Playing	0.84
Fighting	0.84
Sports	0.84
Shooter	0.84
Racing	0.84
Shooter	0.84
Role-Playing	0.84
Sports	0.84
Adventure	0.84
Sports	0.84
Shooter	0.84
Action	0.84
Racing	0.84
Puzzle	0.84
Fighting	0.83
Simulation	0.83
Action	0.83
Strategy	0.83
Sports	0.83
Action	0.83
Shooter	0.83
Sports	0.83
Shooter	0.83
Misc	0.83
Misc	0.83
Misc	0.83
Adventure	0.83
Sports	0.83
Platform	0.83
Misc	0.83
Strategy	0.83
Sports	0.83
Puzzle	0.83
Action	0.83
Fighting	0.83
Platform	0.83
Adventure	0.83
Sports	0.82
Shooter	0.82
Sports	0.82
Sports	0.82
Sports	0.82
Role-Playing	0.82
Action	0.82
Misc	0.82
Fighting	0.82
Racing	0.82
Puzzle	0.82
Fighting	0.82
Sports	0.82
Action	0.82
Adventure	0.82
Action	0.82
Role-Playing	0.82
Platform	0.82
Misc	0.82
Misc	0.82
Sports	0.82
Shooter	0.82
Simulation	0.82
Role-Playing	0.82
Misc	0.82
Sports	0.82
Sports	0.82
Action	0.82
Role-Playing	0.81
Action	0.81
Fighting	0.81
Adventure	0.81
Misc	0.81
Role-Playing	0.81
Puzzle	0.81
Racing	0.81
Sports	0.81
Action	0.81
Sports	0.81
Misc	0.81
Role-Playing	0.81
Role-Playing	0.81
Sports	0.81
Action	0.81
Platform	0.81
Shooter	0.81
Action	0.81
Role-Playing	0.81
Racing	0.81
Puzzle	0.81
Puzzle	0.81
Action	0.81
Sports	0.81
Action	0.81
Sports	0.81
Role-Playing	0.81
Simulation	0.81
Misc	0.81
Sports	0.8
Action	0.8
Fighting	0.8
Misc	0.8
Action	0.8
Simulation	0.8
Misc	0.8
Racing	0.8
Shooter	0.8
Simulation	0.8
Role-Playing	0.8
Shooter	0.8
Sports	0.8
Action	0.8
Racing	0.8
Shooter	0.8
Sports	0.8
Sports	0.8
Simulation	0.8
Action	0.8
Role-Playing	0.8
Action	0.8
Action	0.8
Misc	0.8
Strategy	0.8
Sports	0.8
Racing	0.8
Action	0.8
Misc	0.8
Sports	0.8
Role-Playing	0.8
Sports	0.8
Shooter	0.8
Action	0.79
Sports	0.79
Action	0.79
Fighting	0.79
Adventure	0.79
Platform	0.79
Misc	0.79
Racing	0.79
Role-Playing	0.79
Role-Playing	0.79
Simulation	0.79
Strategy	0.79
Racing	0.79
Sports	0.79
Action	0.79
Fighting	0.79
Platform	0.79
Role-Playing	0.79
Simulation	0.79
Simulation	0.79
Role-Playing	0.79
Shooter	0.79
Action	0.79
Action	0.79
Sports	0.79
Sports	0.79
Role-Playing	0.79
Strategy	0.79
Sports	0.79
Sports	0.79
Sports	0.79
Fighting	0.79
Action	0.79
Puzzle	0.78
Action	0.78
Shooter	0.78
Misc	0.78
Platform	0.78
Shooter	0.78
Adventure	0.78
Shooter	0.78
Misc	0.78
Puzzle	0.78
Adventure	0.78
Misc	0.78
Fighting	0.78
Action	0.78
Strategy	0.78
Puzzle	0.78
Sports	0.78
Strategy	0.78
Shooter	0.78
Sports	0.78
Action	0.78
Sports	0.78
Racing	0.78
Action	0.78
Role-Playing	0.78
Puzzle	0.78
Shooter	0.78
Platform	0.78
Sports	0.78
Action	0.78
Action	0.77
Misc	0.77
Shooter	0.77
Shooter	0.77
Racing	0.77
Misc	0.77
Sports	0.77
Action	0.77
Racing	0.77
Shooter	0.77
Role-Playing	0.77
Fighting	0.77
Fighting	0.77
Racing	0.77
Fighting	0.77
Action	0.77
Platform	0.77
Role-Playing	0.77
Action	0.77
Simulation	0.77
Action	0.77
Action	0.77
Shooter	0.77
Platform	0.77
Racing	0.77
Platform	0.77
Sports	0.77
Role-Playing	0.77
Sports	0.76
Platform	0.76
Racing	0.76
Shooter	0.76
Adventure	0.76
Simulation	0.76
Racing	0.76
Action	0.76
Fighting	0.76
Fighting	0.76
Fighting	0.76
Sports	0.76
Shooter	0.76
Fighting	0.76
Shooter	0.76
Misc	0.76
Sports	0.76
Puzzle	0.76
Action	0.76
Role-Playing	0.76
Sports	0.76
Misc	0.76
Role-Playing	0.76
Shooter	0.76
Sports	0.76
Sports	0.76
Shooter	0.76
Action	0.76
Fighting	0.76
Adventure	0.76
Adventure	0.76
Sports	0.76
Fighting	0.76
Racing	0.76
Shooter	0.76
Role-Playing	0.76
Action	0.76
Fighting	0.76
Sports	0.76
Misc	0.76
Action	0.76
Simulation	0.76
Role-Playing	0.76
Strategy	0.76
Misc	0.75
Role-Playing	0.75
Platform	0.75
Fighting	0.75
Misc	0.75
Platform	0.75
Adventure	0.75
Misc	0.75
Action	0.75
Fighting	0.75
Action	0.75
Action	0.75
Action	0.75
Racing	0.75
Action	0.75
Shooter	0.75
Shooter	0.75
Fighting	0.75
Sports	0.75
Shooter	0.75
Sports	0.75
Role-Playing	0.75
Action	0.75
Action	0.75
Racing	0.75
Fighting	0.75
Sports	0.75
Misc	0.75
Shooter	0.75
Platform	0.75
Role-Playing	0.75
Sports	0.75
Adventure	0.75
Action	0.74
Fighting	0.74
Misc	0.74
Role-Playing	0.74
Racing	0.74
Shooter	0.74
Role-Playing	0.74
Action	0.74
Fighting	0.74
Role-Playing	0.74
Misc	0.74
Shooter	0.74
Action	0.74
Racing	0.74
Sports	0.74
Misc	0.74
Racing	0.74
Action	0.74
Action	0.74
Sports	0.74
Action	0.74
Racing	0.74
Fighting	0.74
Shooter	0.74
Puzzle	0.74
Action	0.74
Sports	0.74
Fighting	0.74
Role-Playing	0.74
Simulation	0.74
Role-Playing	0.73
Simulation	0.73
Sports	0.73
Fighting	0.73
Platform	0.73
Shooter	0.73
Puzzle	0.73
Fighting	0.73
Racing	0.73
Sports	0.73
Platform	0.73
Platform	0.73
Misc	0.73
Platform	0.73
Shooter	0.73
Sports	0.73
Role-Playing	0.73
Adventure	0.73
Racing	0.73
Sports	0.73
Misc	0.73
Strategy	0.73
Puzzle	0.73
Action	0.73
Action	0.73
Action	0.73
Sports	0.73
Racing	0.73
Simulation	0.73
Sports	0.72
Simulation	0.72
Shooter	0.72
Strategy	0.72
Platform	0.72
Action	0.72
Action	0.72
Action	0.72
Action	0.72
Role-Playing	0.72
Strategy	0.72
Shooter	0.72
Sports	0.72
Shooter	0.72
Sports	0.72
Racing	0.72
Action	0.72
Action	0.72
Sports	0.72
Fighting	0.72
Action	0.72
Misc	0.72
Platform	0.72
Shooter	0.72
Action	0.72
Sports	0.72
Puzzle	0.72
Racing	0.72
Sports	0.72
Role-Playing	0.72
Simulation	0.72
Adventure	0.72
Action	0.72
Sports	0.72
Shooter	0.72
Shooter	0.71
Action	0.71
Sports	0.71
Role-Playing	0.71
Sports	0.71
Simulation	0.71
Action	0.71
Fighting	0.71
Sports	0.71
Action	0.71
Action	0.71
Racing	0.71
Role-Playing	0.71
Sports	0.71
Fighting	0.71
Racing	0.71
Adventure	0.71
Action	0.71
Sports	0.71
Role-Playing	0.71
Strategy	0.71
Misc	0.71
Sports	0.71
Platform	0.71
Action	0.71
Action	0.71
Misc	0.71
Racing	0.71
Fighting	0.71
Action	0.71
Action	0.71
Role-Playing	0.71
Puzzle	0.71
Sports	0.71
Fighting	0.71
Fighting	0.71
Misc	0.71
Shooter	0.71
Action	0.71
Role-Playing	0.71
Shooter	0.71
Sports	0.71
Sports	0.71
Shooter	0.71
Action	0.71
Sports	0.71
Sports	0.7
Sports	0.7
Sports	0.7
Role-Playing	0.7
Puzzle	0.7
Strategy	0.7
Simulation	0.7
Action	0.7
Sports	0.7
Shooter	0.7
Simulation	0.7
Sports	0.7
Action	0.7
Racing	0.7
Sports	0.7
Role-Playing	0.7
Shooter	0.7
Simulation	0.7
Action	0.7
Action	0.7
Role-Playing	0.7
Strategy	0.7
Adventure	0.7
Simulation	0.7
Platform	0.7
Racing	0.7
Simulation	0.7
Action	0.7
Sports	0.7
Action	0.7
Simulation	0.7
Action	0.7
Shooter	0.7
Sports	0.7
Sports	0.7
Adventure	0.7
Role-Playing	0.7
Platform	0.7
Action	0.69
Sports	0.69
Action	0.69
Action	0.69
Action	0.69
Action	0.69
Action	0.69
Racing	0.69
Racing	0.69
Shooter	0.69
Adventure	0.69
Action	0.69
Racing	0.69
Action	0.69
Misc	0.69
Platform	0.69
Sports	0.69
Fighting	0.69
Sports	0.69
Platform	0.69
Action	0.69
Action	0.69
Action	0.69
Racing	0.69
Action	0.69
Misc	0.69
Racing	0.69
Role-Playing	0.69
Platform	0.69
Simulation	0.69
Role-Playing	0.68
Action	0.68
Shooter	0.68
Action	0.68
Action	0.68
Action	0.68
Role-Playing	0.68
Sports	0.68
Action	0.68
Action	0.68
Platform	0.68
Sports	0.68
Fighting	0.68
Platform	0.68
Fighting	0.68
Action	0.68
Sports	0.68
Action	0.68
Role-Playing	0.68
Action	0.68
Shooter	0.68
Shooter	0.68
Fighting	0.68
Role-Playing	0.68
Racing	0.68
Racing	0.68
Sports	0.68
Adventure	0.68
Shooter	0.68
Fighting	0.68
Racing	0.68
Role-Playing	0.68
Role-Playing	0.68
Misc	0.68
Action	0.68
Misc	0.68
Misc	0.67
Shooter	0.67
Role-Playing	0.67
Shooter	0.67
Racing	0.67
Action	0.67
Shooter	0.67
Sports	0.67
Adventure	0.67
Shooter	0.67
Simulation	0.67
Fighting	0.67
Shooter	0.67
Sports	0.67
Misc	0.67
Action	0.67
Shooter	0.67
Simulation	0.67
Racing	0.67
Misc	0.67
Role-Playing	0.67
Sports	0.67
Action	0.67
Action	0.67
Role-Playing	0.67
Role-Playing	0.67
Sports	0.67
Action	0.67
Shooter	0.67
Adventure	0.67
Puzzle	0.67
Simulation	0.67
Action	0.67
Misc	0.67
Strategy	0.67
Platform	0.67
Fighting	0.67
Misc	0.67
Action	0.67
Adventure	0.67
Sports	0.67
Shooter	0.67
Simulation	0.67
Action	0.67
Misc	0.66
Simulation	0.66
Sports	0.66
Sports	0.66
Action	0.66
Sports	0.66
Sports	0.66
Fighting	0.66
Sports	0.66
Role-Playing	0.66
Sports	0.66
Action	0.66
Strategy	0.66
Sports	0.66
Sports	0.66
Platform	0.66
Puzzle	0.66
Role-Playing	0.66
Adventure	0.66
Platform	0.66
Misc	0.66
Fighting	0.66
Role-Playing	0.66
Strategy	0.66
Action	0.66
Platform	0.66
Action	0.66
Simulation	0.66
Sports	0.66
Action	0.66
Action	0.66
Strategy	0.66
Action	0.66
Role-Playing	0.66
Action	0.66
Platform	0.66
Misc	0.66
Shooter	0.66
Sports	0.66
Action	0.66
Misc	0.66
Racing	0.66
Misc	0.66
Sports	0.66
Action	0.65
Sports	0.65
Action	0.65
Strategy	0.65
Action	0.65
Sports	0.65
Role-Playing	0.65
Racing	0.65
Platform	0.65
Platform	0.65
Platform	0.65
Action	0.65
Racing	0.65
Action	0.65
Misc	0.65
Role-Playing	0.65
Puzzle	0.65
Sports	0.65
Sports	0.65
Strategy	0.65
Role-Playing	0.65
Shooter	0.65
Role-Playing	0.65
Misc	0.65
Action	0.65
Role-Playing	0.65
Action	0.65
Misc	0.65
Adventure	0.65
Racing	0.65
Misc	0.65
Fighting	0.65
Role-Playing	0.65
Strategy	0.65
Role-Playing	0.65
Misc	0.65
Misc	0.65
Action	0.65
Shooter	0.64
Simulation	0.64
Action	0.64
Platform	0.64
Role-Playing	0.64
Platform	0.64
Action	0.64
Shooter	0.64
Platform	0.64
Racing	0.64
Shooter	0.64
Fighting	0.64
Shooter	0.64
Sports	0.64
Shooter	0.64
Strategy	0.64
Platform	0.64
Action	0.64
Shooter	0.64
Platform	0.64
Racing	0.64
Sports	0.64
Action	0.64
Action	0.64
Shooter	0.64
Platform	0.64
Platform	0.64
Misc	0.64
Action	0.64
Shooter	0.64
Action	0.64
Role-Playing	0.64
Platform	0.64
Racing	0.64
Misc	0.64
Action	0.64
Misc	0.64
Role-Playing	0.64
Shooter	0.64
Misc	0.64
Action	0.64
Misc	0.64
Racing	0.64
Sports	0.64
Sports	0.64
Shooter	0.64
Racing	0.64
Action	0.64
Platform	0.64
Action	0.64
Misc	0.64
Shooter	0.63
Role-Playing	0.63
Action	0.63
Misc	0.63
Misc	0.63
Racing	0.63
Racing	0.63
Sports	0.63
Strategy	0.63
Sports	0.63
Action	0.63
Role-Playing	0.63
Racing	0.63
Sports	0.63
Simulation	0.63
Action	0.63
Misc	0.63
Action	0.63
Misc	0.63
Action	0.63
Platform	0.63
Platform	0.63
Misc	0.63
Action	0.63
Action	0.63
Sports	0.63
Fighting	0.63
Misc	0.63
Shooter	0.63
Action	0.63
Platform	0.63
Shooter	0.63
Action	0.63
Shooter	0.63
Strategy	0.63
Simulation	0.63
Racing	0.63
Strategy	0.63
Role-Playing	0.63
Racing	0.63
Role-Playing	0.63
Sports	0.63
Role-Playing	0.63
Role-Playing	0.63
Sports	0.63
Action	0.63
Sports	0.63
Simulation	0.63
Action	0.63
Shooter	0.63
Racing	0.63
Platform	0.63
Misc	0.63
Strategy	0.62
Shooter	0.62
Action	0.62
Sports	0.62
Fighting	0.62
Action	0.62
Shooter	0.62
Role-Playing	0.62
Sports	0.62
Role-Playing	0.62
Sports	0.62
Shooter	0.62
Shooter	0.62
Sports	0.62
Action	0.62
Sports	0.62
Shooter	0.62
Platform	0.62
Action	0.62
Action	0.62
Adventure	0.62
Action	0.62
Simulation	0.62
Racing	0.62
Sports	0.62
Platform	0.62
Misc	0.62
Sports	0.62
Action	0.62
Action	0.62
Action	0.62
Fighting	0.62
Fighting	0.62
Sports	0.62
Racing	0.62
Puzzle	0.62
Misc	0.62
Misc	0.62
Fighting	0.62
Role-Playing	0.62
Platform	0.62
Action	0.62
Adventure	0.62
Role-Playing	0.62
Sports	0.62
Strategy	0.62
Racing	0.61
Role-Playing	0.61
Sports	0.61
Misc	0.61
Sports	0.61
Shooter	0.61
Sports	0.61
Action	0.61
Action	0.61
Misc	0.61
Misc	0.61
Shooter	0.61
Platform	0.61
Misc	0.61
Sports	0.61
Misc	0.61
Simulation	0.61
Misc	0.61
Shooter	0.61
Sports	0.61
Misc	0.61
Sports	0.61
Platform	0.61
Platform	0.61
Shooter	0.61
Simulation	0.61
Shooter	0.61
Shooter	0.61
Misc	0.61
Platform	0.61
Sports	0.61
Simulation	0.61
Sports	0.61
Simulation	0.61
Racing	0.61
Role-Playing	0.61
Sports	0.61
Action	0.61
Action	0.61
Action	0.61
Sports	0.61
Misc	0.61
Misc	0.61
Action	0.61
Sports	0.61
Action	0.61
Misc	0.61
Simulation	0.61
Fighting	0.61
Fighting	0.61
Shooter	0.61
Strategy	0.6
Sports	0.6
Sports	0.6
Racing	0.6
Platform	0.6
Racing	0.6
Fighting	0.6
